node_id,feature_id
9049,1711
9049,66
9049,4574
9049,4583
9049,4591
9049,4602
9049,4606
9049,4622
9049,4631
9049,4641
9049,4643
9049,4657
9049,4666
9049,4670
9049,4679
9049,4693
9049,4698
9049,4713
15514,3101
15514,1755
15514,3403
15514,3529
15514,1416
15514,3939
15514,74
15514,3244
15514,66
15514,4573
15514,4586
15514,4593
15514,4599
15514,4609
15514,4619
15514,4626
15514,4641
15514,4647
15514,4656
15514,4668
15514,4673
15514,4681
15514,4695
15514,4703
15514,4708
5792,1067
5792,4518
5792,886
5792,3381
5792,2256
5792,2726
5792,2826
5792,2535
5792,823
5792,4575
5792,4582
5792,4590
5792,4602
5792,4607
5792,4618
5792,4627
5792,4638
5792,4648
5792,4657
5792,4668
5792,4673
5792,4679
5792,4688
5792,4698
5792,4707
10619,4026
10619,2547
10619,3327
10619,3683
10619,2974
10619,237
10619,241
8954,1748
8954,631
8954,561
8954,85
8954,1100
8954,2431
8954,3551
8954,3718
16180,3383
16180,3832
16180,2701
16180,4463
16180,4053
16180,942
16180,2050
16180,4530
16180,329
16180,3335
16180,4578
16180,4586
16180,4593
16180,4603
16180,4608
16180,4620
16180,4628
16180,4636
16180,4646
16180,4659
16180,4665
16180,4672
16180,4682
16180,4690
16180,4703
16180,4706
9563,1151
9563,527
9563,80
9563,2868
9563,4173
9563,2118
9563,2487
9563,3670
9563,4479
12277,2873
12277,4193
12277,2979
12277,4203
12277,3846
12277,3866
12277,112
12277,2490
802,1259
802,2895
802,3446
802,1602
802,2061
802,4470
802,4575
802,4587
802,4589
802,4597
802,4612
802,4616
802,4628
802,4639
802,4645
802,4654
802,4667
802,4675
802,4682
802,4691
802,4699
802,4709
14915,3251
14915,3832
14915,2992
14915,3333
14915,3684
14915,1984
14915,3135
14915,4574
14915,4584
14915,4595
14915,4600
14915,4608
14915,4621
14915,4629
14915,4636
14915,4645
14915,4656
14915,4664
14915,4675
14915,4682
14915,4693
14915,4699
14915,4710
19980,3101
19980,716
19980,765
19980,4267
19980,137
7645,4070
7645,3832
7645,472
7645,2926
7645,3320
7645,3056
7645,4574
7645,4583
7645,4588
7645,4598
7645,4607
7645,4617
7645,4627
7645,4641
7645,4646
7645,4652
7645,4668
7645,4671
7645,4684
7645,4690
7645,4699
7645,4708
1590,2991
1590,3832
1590,458
1590,422
1590,2431
1590,1165
1590,3212
15256,2728
15256,2190
15256,2352
15256,409
15256,3518
15256,1449
15256,160
9002,2991
9002,3832
9002,400
9002,3939
9002,2332
9002,2566
9002,74
9002,66
18839,1080
18839,3832
18839,165
18839,3333
18839,4117
18839,3684
18839,201
18839,4572
18839,4579
18839,4590
18839,4604
18839,4606
18839,4615
18839,4625
18839,4637
18839,4646
18839,4659
18839,4668
18839,4672
18839,4686
18839,4694
18839,4703
18839,4706
20388,3383
20388,3832
20388,2703
20388,2032
20388,783
20388,3049
20388,3408
20388,185
20388,4578
20388,4580
20388,4588
20388,4605
20388,4606
20388,4617
20388,4625
20388,4641
20388,4646
20388,4653
20388,4666
20388,4671
20388,4686
20388,4688
20388,4704
20388,4705
12391,1259
12391,4518
12391,653
12391,2056
12391,2586
12391,4462
269,2681
269,597
269,458
269,422
269,2431
269,1945
269,182
269,3212
7675,1151
7675,1881
7675,2013
7675,409
7675,3114
7675,2144
20038,3232
20038,3606
20038,4147
20038,4436
20038,2032
20038,3818
20038,107
20038,1219
20038,3045
20038,1105
20038,4573
20038,4585
20038,4592
20038,4605
20038,4609
20038,4621
20038,4627
20038,4640
20038,4646
20038,4654
20038,4668
20038,4672
20038,4683
20038,4693
20038,4702
20038,4709
20521,2944
20521,2534
20521,21
20521,2056
20521,2162
20521,1216
20521,2657
2023,3338
2023,2190
2023,4391
2023,2926
2023,959
2023,520
2023,364
2023,4574
2023,4583
2023,4591
2023,4598
2023,4606
2023,4617
2023,4625
2023,4640
2023,4649
2023,4652
2023,4666
2023,4677
2023,4684
2023,4694
2023,4700
2023,4707
17445,775
17445,706
17445,3327
17445,402
17445,2926
17445,2150
17445,1712
17445,4577
17445,4587
17445,4594
17445,4604
17445,4609
17445,4619
17445,4628
17445,4640
17445,4645
17445,4659
17445,4668
17445,4671
17445,4683
17445,4695
17445,4703
17445,4708
15703,2873
15703,2190
15703,1346
15703,2014
15703,3110
15703,107
15703,3045
15703,1105
4076,3251
4076,3186
4076,186
4076,3647
4076,2446
4076,3916
4076,2597
9702,3338
9702,1755
9702,3975
9702,2455
9702,3818
9702,4576
9702,4583
9702,4590
9702,4602
9702,4607
9702,4622
9702,4625
9702,4639
9702,4646
9702,4653
9702,4668
9702,4669
9702,4685
9702,4694
9702,4703
9702,4710
2013,3133
2013,2052
2013,3140
2013,765
2013,3301
2013,3876
2013,3005
2013,4573
2013,4583
2013,4594
2013,4599
2013,4612
2013,4621
2013,4626
2013,4639
2013,4649
2013,4652
2013,4668
2013,4673
2013,4682
2013,4694
2013,4696
2013,4713
15635,4026
15635,4193
15635,1440
15635,765
15635,3034
15635,3469
15635,4577
15635,4587
15635,4593
15635,4605
15635,4608
15635,4615
15635,4625
15635,4634
15635,4650
15635,4651
15635,4668
15635,4669
15635,4684
15635,4687
15635,4696
15635,4713
4951,1938
4951,2547
4951,2613
4951,3678
4951,1530
4951,1924
4951,342
4951,3061
4951,4578
4951,4580
4951,4592
4951,4605
4951,4607
4951,4618
4951,4626
4951,4636
4951,4645
4951,4658
4951,4667
4951,4676
4951,4683
4951,4693
4951,4701
4951,4706
21922,1938
21922,631
21922,3314
21922,3333
21922,4307
21922,3684
21922,3135
21922,4570
21922,4583
21922,4589
21922,4605
21922,4606
21922,4617
21922,4630
21922,4640
21922,4643
21922,4652
21922,4667
21922,4670
21922,4679
21922,4687
21922,4696
21922,4711
78,3383
78,3832
78,2200
78,310
78,1333
78,1072
78,3024
78,168
78,765
78,2365
78,867
78,3005
78,4573
78,4583
78,4590
78,4602
78,4607
78,4620
78,4627
78,4641
78,4643
78,4652
78,4662
78,4671
78,4681
78,4692
78,4698
78,4713
15154,4026
15154,1960
15154,3327
15154,35
15154,2056
15154,2586
15154,2039
15154,564
20677,1080
20677,1326
20677,1940
20677,3333
20677,2422
20677,805
20677,3684
20677,1984
22227,2991
22227,3832
22227,4328
22227,3333
22227,3134
22227,805
22227,1984
21637,2991
21637,3832
21637,4283
21637,1245
21637,765
21637,865
21637,3277
21637,322
21637,4032
21637,4161
21637,4574
21637,4579
21637,4588
21637,4605
21637,4613
21637,4616
21637,4624
21637,4634
21637,4650
21637,4658
21637,4667
21637,4669
21637,4686
21637,4688
21637,4701
21637,4705
4620,3251
4620,3832
4620,2013
4620,2924
4620,740
4620,3924
4620,3925
4620,2803
4620,3755
4620,4576
4620,4583
4620,4594
4620,4602
4620,4609
4620,4618
4620,4629
4620,4637
4620,4643
4620,4653
4620,4667
4620,4675
4620,4682
4620,4692
4620,4699
4620,4710
17390,2873
17390,3650
17390,2959
17390,4358
17390,2032
17390,507
17390,4571
17390,4587
17390,4595
17390,4605
17390,4611
17390,4621
17390,4624
17390,4641
17390,4650
17390,4658
17390,4668
17390,4670
17390,4679
17390,4695
17390,4703
17390,4709
3072,1151
3072,706
3072,4328
3072,2868
3072,2306
3072,3822
3072,4576
3072,4585
3072,4591
3072,4598
3072,4606
3072,4622
3072,4630
3072,4638
3072,4650
3072,4659
3072,4667
3072,4674
3072,4683
3072,4689
3072,4696
3072,4711
51,3383
51,1440
51,2431
51,662
51,3617
51,3510
51,202
5757,1080
5757,527
5757,236
5757,83
5757,1444
5757,765
5757,2365
5757,4267
5757,2167
5757,867
5757,3005
5757,4576
5757,4580
5757,4590
5757,4600
5757,4610
5757,4617
5757,4632
5757,4641
5757,4648
5757,4653
5757,4663
5757,4673
5757,4682
5757,4694
5757,4699
5757,4712
10087,3383
10087,296
10087,409
10087,264
10087,2183
14973,1748
14973,1326
14973,3723
14973,765
14973,2365
14973,2167
14973,867
14973,4576
14973,4583
14973,4595
14973,4599
14973,4609
14973,4617
14973,4627
14973,4641
14973,4646
14973,4652
14973,4662
14973,4671
14973,4684
14973,4695
14973,4698
14973,4713
13773,1080
13773,504
13773,2613
13773,4393
13773,660
13773,803
13773,311
13773,3486
13773,4174
21490,4026
21490,3825
21490,2959
21490,1602
21490,128
21490,1092
21490,3776
21490,596
5967,1080
5967,3832
5967,3207
5967,3381
5967,559
8478,2991
8478,3832
8478,3601
8478,1602
8478,311
8478,3671
8478,1056
8478,2498
8795,3101
8795,1881
8795,3930
8795,3406
8795,2192
8795,919
8795,318
8795,4573
8795,4587
8795,4593
8795,4603
8795,4610
8795,4623
8795,4624
8795,4640
8795,4643
8795,4655
8795,4668
8795,4671
8795,4686
8795,4695
8795,4702
8795,4705
441,2710
441,2854
441,4039
441,3647
441,1610
12041,4070
12041,716
12041,3403
12041,4320
12041,1416
12041,4053
12041,1747
12041,1242
12041,4197
8504,3383
8504,236
8504,3427
8504,323
8504,2868
8504,4173
8504,2487
8504,3670
8504,4479
21526,1748
21526,1703
21526,236
21526,2623
21526,2919
21526,765
21526,2797
21526,4233
21526,2242
8377,2944
8377,4490
8377,400
8377,2431
8377,1660
8377,2711
8377,3718
8377,779
16672,2991
16672,3832
16672,3743
16672,2056
16672,4500
16672,2586
16672,3160
16672,564
18812,3383
18812,3832
18812,4039
18812,2431
18812,2247
18812,3888
18812,832
412,3133
412,3832
412,1029
412,3381
412,559
412,4355
412,4574
412,4587
412,4589
412,4597
412,4608
412,4616
412,4629
412,4641
412,4650
412,4659
412,4665
412,4673
412,4680
412,4688
412,4696
412,4712
14720,3133
14720,3825
14720,2158
14720,2926
14720,520
14720,494
14720,4292
14720,364
14720,4573
14720,4584
14720,4588
14720,4598
14720,4609
14720,4618
14720,4628
14720,4641
14720,4643
14720,4654
14720,4667
14720,4673
14720,4678
14720,4695
14720,4697
14720,4708
7284,2710
7284,4518
7284,3403
7284,3154
7284,1948
7284,3333
7284,805
12675,3338
12675,723
12675,2979
12675,1602
12675,1499
12675,1404
12675,4470
12675,453
12675,4574
12675,4586
12675,4591
12675,4598
12675,4613
12675,4615
12675,4625
12675,4641
12675,4646
12675,4651
12675,4667
12675,4670
12675,4680
12675,4695
12675,4702
12675,4713
14289,4477
14289,1326
14289,2613
14289,4393
14289,4553
14289,2032
14289,3110
14289,1601
14289,3045
14289,4576
14289,4587
14289,4595
14289,4605
14289,4612
14289,4622
14289,4625
14289,4640
14289,4642
14289,4658
14289,4667
14289,4669
14289,4686
14289,4694
14289,4704
14289,4708
749,1748
749,3186
749,2013
749,3332
749,3885
749,4145
749,3725
10030,4026
10030,2804
10030,1943
10030,2431
10030,202
5797,2095
5797,2805
5797,3975
5797,1602
5797,4575
5797,4584
5797,4594
5797,4599
5797,4611
5797,4620
5797,4626
5797,4639
5797,4645
5797,4654
5797,4667
5797,4672
5797,4683
5797,4692
5797,4703
5797,4708
8559,2991
8559,3832
8559,1940
8559,2032
8559,3652
8559,1743
8559,1219
8559,4354
8559,4570
8559,4584
8559,4589
8559,4605
8559,4613
8559,4621
8559,4624
8559,4641
8559,4649
8559,4658
8559,4668
8559,4669
8559,4682
8559,4694
8559,4704
8559,4705
11264,3442
11264,2854
11264,4283
11264,2032
11264,1138
11264,2585
11264,4293
11264,4388
11264,3602
11264,4572
11264,4579
11264,4589
11264,4605
11264,4609
11264,4622
11264,4624
11264,4633
11264,4650
11264,4654
11264,4668
11264,4670
11264,4686
11264,4695
11264,4703
11264,4706
16349,4477
16349,2895
16349,3492
16349,2032
16349,3110
16349,3818
16349,1878
16349,3045
16349,4573
16349,4587
16349,4595
16349,4602
16349,4609
16349,4618
16349,4624
16349,4633
16349,4642
16349,4651
16349,4666
16349,4675
16349,4684
16349,4695
16349,4704
16349,4706
9532,806
9532,1960
9532,4391
9532,1602
9532,311
9532,2033
9532,4574
9532,4586
9532,4591
9532,4599
9532,4611
9532,4621
9532,4625
9532,4636
9532,4642
9532,4655
9532,4663
9532,4673
9532,4682
9532,4693
9532,4702
9532,4708
21301,3383
21301,3832
21301,1338
21301,3406
21301,2965
21301,3852
21301,4570
21301,4585
21301,4595
21301,4598
21301,4614
21301,4616
21301,4624
21301,4633
21301,4647
21301,4651
21301,4668
21301,4673
21301,4685
21301,4695
21301,4704
21301,4709
19391,3383
19391,3832
19391,458
19391,2431
19391,1184
19391,779
19391,3672
1695,2991
1695,3832
1695,400
1695,2431
1695,3551
1695,4577
1695,4584
1695,4592
1695,4601
1695,4608
1695,4618
1695,4628
1695,4639
1695,4648
1695,4657
1695,4664
1695,4675
1695,4683
1695,4689
1695,4702
1695,4708
3609,1748
3609,2719
3609,4147
3609,4329
3609,4390
3609,2924
3609,3924
3609,2803
3609,3755
354,700
354,706
354,3403
354,4049
354,1685
354,4514
354,1291
8140,3251
8140,3186
8140,4283
8140,2632
8140,4027
8140,2846
8140,4571
8140,4584
8140,4592
8140,4600
8140,4606
8140,4615
8140,4632
8140,4641
8140,4650
8140,4656
8140,4664
8140,4669
8140,4678
8140,4687
8140,4699
8140,4711
9775,2991
9775,3832
9775,1885
9775,2785
9775,601
9775,1099
9775,1342
9775,563
893,2991
893,3832
893,2613
893,3678
893,1072
893,3406
893,3673
893,3060
893,1866
12106,775
12106,716
12106,979
12106,2431
12106,3551
12106,2711
12106,4118
12106,779
12106,4576
12106,4583
12106,4593
12106,4598
12106,4608
12106,4620
12106,4630
12106,4639
12106,4649
12106,4658
12106,4668
12106,4674
12106,4683
12106,4688
12106,4696
12106,4707
12387,3338
12387,1755
12387,236
12387,874
12387,648
12387,2032
12387,3110
12387,107
12387,1878
20162,3338
20162,4287
20162,1369
20162,3406
20162,2192
20162,4575
20162,4583
20162,4596
20162,4605
20162,4613
20162,4621
20162,4626
20162,4634
20162,4650
20162,4653
20162,4660
20162,4672
20162,4684
20162,4688
20162,4704
20162,4706
7882,4076
7882,706
7882,1885
7882,3381
7882,4172
18688,3133
18688,3832
18688,3446
18688,3381
18688,4172
18688,4355
18688,4240
18688,2294
16416,2944
16416,2320
16416,3403
16416,4107
16416,3406
16416,1257
16416,1898
16416,768
2467,2728
2467,3650
2467,400
2467,4203
2467,3846
2467,2345
2467,3866
2467,2490
2898,3383
2898,3832
2898,4039
2898,2431
2898,4095
2898,2475
2898,2349
14622,2991
14622,3832
14622,1369
14622,880
14622,2032
14622,1743
14622,1219
14622,4571
14622,4579
14622,4590
14622,4605
14622,4608
14622,4622
14622,4624
14622,4641
14622,4650
14622,4651
14622,4668
14622,4673
14622,4681
14622,4694
14622,4703
14622,4707
14739,4026
14739,2547
14739,4328
14739,3381
14739,4172
14739,2578
14739,4578
14739,4587
14739,4592
14739,4599
14739,4608
14739,4618
14739,4624
14739,4641
14739,4650
14739,4659
14739,4668
14739,4675
14739,4686
14739,4695
14739,4704
14739,4711
4724,2991
4724,3832
4724,4328
4724,1602
4724,311
4724,1910
16487,3338
16487,527
16487,1885
16487,1684
16487,3818
16487,107
16487,1878
16487,3045
16487,4576
16487,4581
16487,4591
16487,4604
16487,4609
16487,4615
16487,4628
16487,4641
16487,4648
16487,4651
16487,4668
16487,4675
16487,4681
16487,4695
16487,4697
16487,4706
10229,2944
10229,4490
10229,4039
10229,1973
10229,2032
10229,946
10229,3534
10229,3990
10229,4571
10229,4583
10229,4592
10229,4605
10229,4610
10229,4620
10229,4624
10229,4637
10229,4648
10229,4655
10229,4668
10229,4673
10229,4681
10229,4695
10229,4704
10229,4705
20859,3133
20859,3832
20859,2454
20859,2926
20859,1409
20859,1712
20859,517
20859,4576
20859,4583
20859,4590
20859,4599
20859,4612
20859,4618
20859,4628
20859,4641
20859,4649
20859,4651
20859,4668
20859,4675
20859,4679
20859,4695
20859,4696
20859,4713
15208,1151
15208,2804
15208,697
15208,2926
15208,3320
15208,3584
15208,1792
15208,3056
15208,4575
15208,4585
15208,4590
15208,4603
15208,4608
15208,4617
15208,4624
15208,4636
15208,4647
15208,4652
15208,4667
15208,4671
15208,4682
15208,4688
15208,4698
15208,4712
17306,3251
17306,3832
17306,3124
17306,1066
17306,765
17306,2365
17306,4267
17306,3876
17306,867
17306,137
5770,3338
5770,706
5770,2959
5770,3647
5770,1404
5770,2338
5770,4578
5770,4582
5770,4590
5770,4598
5770,4608
5770,4617
5770,4630
5770,4641
5770,4648
5770,4653
5770,4668
5770,4670
5770,4678
5770,4688
5770,4701
5770,4707
21185,2991
21185,3832
21185,1440
21185,1684
21185,1878
21185,3045
21185,1105
21185,4573
21185,4582
21185,4591
21185,4598
21185,4613
21185,4620
21185,4628
21185,4639
21185,4648
21185,4654
21185,4668
21185,4672
21185,4682
21185,4694
21185,4696
21185,4712
6681,3338
6681,3825
6681,2613
6681,4393
6681,1444
6681,765
6681,2167
4675,2991
4675,3832
4675,4328
4675,3332
4675,3818
4675,1878
4675,1105
20026,1151
20026,527
20026,4328
20026,2014
20026,3818
20026,107
20026,1105
20026,4573
20026,4586
20026,4593
20026,4597
20026,4607
20026,4622
20026,4629
20026,4641
20026,4647
20026,4651
20026,4664
20026,4671
20026,4678
20026,4693
20026,4697
20026,4706
527,3133
527,3825
527,2613
527,1709
527,2014
527,3110
527,481
527,1818
527,4572
527,4583
527,4596
527,4598
527,4611
527,4618
527,4628
527,4640
527,4645
527,4651
527,4661
527,4673
527,4680
527,4695
527,4697
527,4712
10387,3383
10387,2703
10387,2431
10387,3617
10387,1070
10387,3067
5234,2991
5234,3832
5234,3403
5234,765
5234,1575
5234,2807
5234,4578
5234,4587
5234,4593
5234,4604
5234,4614
5234,4615
5234,4627
5234,4633
5234,4642
5234,4652
5234,4663
5234,4669
5234,4686
5234,4689
5234,4704
5234,4713
15101,4477
15101,2534
15101,935
15101,1602
15101,1499
15101,2061
15101,1404
15101,4470
15101,453
15101,4577
15101,4585
15101,4592
15101,4599
15101,4610
15101,4621
15101,4627
15101,4641
15101,4647
15101,4653
15101,4667
15101,4675
15101,4682
15101,4693
15101,4699
15101,4711
7093,1080
7093,4193
7093,1332
7093,3939
7093,2566
7093,3244
7093,1711
7093,4574
7093,4586
7093,4588
7093,4604
7093,4607
7093,4618
7093,4631
7093,4641
7093,4646
7093,4652
7093,4666
7093,4669
7093,4679
7093,4690
7093,4696
7093,4711
9584,3133
9584,2052
9584,3403
9584,4320
9584,35
9584,3647
9584,4152
9584,1125
9584,2538
9061,3251
9061,165
9061,1684
9061,3818
9061,107
3837,4026
3837,3832
3837,693
3837,1468
3837,1444
3837,3333
3837,1534
3837,4117
3837,3272
3837,201
3801,1748
3801,716
3801,80
3801,3381
3801,559
3801,4376
17586,2991
17586,3832
17586,3824
17586,3381
17586,2578
17586,4240
12873,1748
12873,3606
12873,4535
12873,3381
12873,4172
12873,3504
12873,1830
7570,3293
7570,3832
7570,3446
7570,2926
7570,3320
7570,1792
7570,609
7570,4574
7570,4586
7570,4593
7570,4600
7570,4612
7570,4615
7570,4631
7570,4641
7570,4643
7570,4655
7570,4664
7570,4672
7570,4681
7570,4692
7570,4704
7570,4706
15329,2710
15329,706
15329,3824
15329,2868
15329,4173
15329,3670
203,3133
203,2052
203,4328
203,3333
203,4117
203,3272
203,1984
203,4570
203,4580
203,4588
203,4605
203,4606
203,4615
203,4629
203,4641
203,4649
203,4658
203,4667
203,4669
203,4678
203,4688
203,4704
203,4711
8404,806
8404,1755
8404,3403
8404,2558
8404,4146
8404,3129
8404,542
8404,3953
8404,3189
8404,247
20013,1938
20013,986
20013,4535
20013,3381
20013,4172
20013,559
20013,3504
20013,4376
14342,1151
14342,3606
14342,693
14342,216
14342,648
14342,2056
14342,4500
14342,2586
14342,4462
14342,2112
14342,564
14342,4576
14342,4584
14342,4593
14342,4600
14342,4611
14342,4618
14342,4628
14342,4639
14342,4645
14342,4654
14342,4665
14342,4675
14342,4682
14342,4692
14342,4700
14342,4711
12680,2991
12680,3832
12680,2013
12680,2431
12680,1835
12680,3523
12680,509
12680,4575
12680,4579
12680,4588
12680,4598
12680,4606
12680,4618
12680,4632
12680,4641
12680,4650
12680,4658
12680,4668
12680,4670
12680,4678
12680,4690
12680,4700
12680,4713
1371,3399
1371,2052
1371,3688
1371,765
1371,4233
1371,2242
13017,2991
13017,3832
13017,1885
13017,3129
13017,2914
18433,2728
18433,2190
18433,1943
18433,2894
18433,393
18433,154
18433,3120
1925,4026
1925,3186
1925,1940
1925,2924
1925,740
1925,3924
1925,3925
1925,3755
1182,2944
1182,504
1182,3446
1182,1602
1182,1585
1182,4578
1182,4587
1182,4592
1182,4598
1182,4613
1182,4617
1182,4625
1182,4633
1182,4642
1182,4659
1182,4662
1182,4669
1182,4686
1182,4695
1182,4704
1182,4705
6217,2873
6217,3179
6217,4328
6217,1602
6217,2061
6217,3144
6217,1404
6217,453
10704,3100
10704,3650
10704,236
10704,2623
10704,4146
10704,2686
10704,3072
10704,3032
10704,1119
10704,416
10704,1106
10704,2948
2340,3133
2340,2052
2340,1678
2340,698
2340,1383
2340,3718
2340,3814
2340,1870
21774,4477
21774,751
21774,1167
21774,143
21774,2207
21774,4063
21774,1733
21774,127
21774,947
21774,4578
21774,4580
21774,4595
21774,4602
21774,4610
21774,4618
21774,4626
21774,4636
21774,4644
21774,4655
21774,4665
21774,4673
21774,4680
21774,4692
21774,4700
21774,4708
20108,3100
20108,4193
20108,4328
20108,3333
20108,2422
20108,3134
20108,4578
20108,4580
20108,4596
20108,4602
20108,4610
20108,4619
20108,4626
20108,4638
20108,4643
20108,4655
20108,4664
20108,4675
20108,4679
20108,4692
20108,4701
20108,4709
19041,1938
19041,1703
19041,3824
19041,633
19041,1609
19041,2440
19041,4504
19041,4571
19041,4583
19041,4592
19041,4599
19041,4613
19041,4616
19041,4631
19041,4641
19041,4645
19041,4652
19041,4662
19041,4677
19041,4678
19041,4695
19041,4697
19041,4705
14485,3133
14485,4535
14485,2926
14485,4575
14485,4584
14485,4590
14485,4599
14485,4607
14485,4617
14485,4630
14485,4639
14485,4644
14485,4651
14485,4666
14485,4675
14485,4681
14485,4691
14485,4697
14485,4713
10960,2095
10960,631
10960,3446
10960,3333
10960,2422
10960,3134
10960,805
10960,3684
10960,1984
22144,2991
22144,3832
22144,3207
22144,1602
22144,311
22144,888
22144,4573
22144,4587
22144,4589
22144,4605
22144,4614
22144,4618
22144,4624
22144,4633
22144,4647
22144,4658
22144,4668
22144,4671
22144,4684
22144,4695
22144,4704
22144,4705
9710,1080
9710,1150
9710,3332
9710,1221
2707,1151
2707,716
2707,4039
2707,1654
2707,2032
2707,4409
2707,71
15196,1080
15196,4193
15196,236
15196,2623
15196,193
15196,765
15196,865
15196,404
15196,2197
8372,4026
8372,2052
8372,4391
8372,1602
8372,1585
8372,1910
8372,2338
18535,2991
18535,3832
18535,236
18535,874
18535,1444
18535,1684
18535,3110
18535,107
18535,3045
18535,1105
18535,4575
18535,4585
18535,4592
18535,4602
18535,4608
18535,4623
18535,4624
18535,4639
18535,4646
18535,4655
18535,4662
18535,4670
18535,4683
18535,4694
18535,4703
18535,4708
2735,3383
2735,3832
2735,3403
2735,1389
2735,1072
2735,2160
2735,2633
2735,3796
2735,4495
2735,2511
2735,2836
21681,1151
21681,2804
21681,2043
21681,2354
21681,3406
21681,3246
21681,3941
21681,1073
21681,919
21681,318
21681,4573
21681,4587
21681,4596
21681,4605
21681,4612
21681,4619
21681,4627
21681,4641
21681,4646
21681,4652
21681,4668
21681,4670
21681,4684
21681,4695
21681,4704
21681,4708
22300,1151
22300,1703
22300,2613
22300,4393
22300,2330
22300,2056
22300,4500
22300,2586
22300,4462
22300,4575
22300,4584
22300,4591
22300,4598
22300,4608
22300,4619
22300,4631
22300,4641
22300,4647
22300,4659
22300,4663
22300,4673
22300,4679
22300,4691
22300,4700
22300,4712
15802,3251
15802,3825
15802,4465
15802,2868
15802,2360
15802,3822
15802,681
15802,110
10443,4423
10443,2719
10443,3207
10443,3381
10443,559
10443,3996
10443,2065
10443,2217
8135,3338
8135,706
8135,236
8135,874
8135,1416
8135,2032
8135,3549
8135,3367
8135,4572
8135,4586
8135,4596
8135,4605
8135,4609
8135,4622
8135,4624
8135,4634
8135,4643
8135,4651
8135,4668
8135,4675
8135,4685
8135,4695
8135,4702
8135,4706
1444,3133
1444,3825
1444,3591
1444,1718
1444,1218
1444,2686
1444,4555
1444,2234
1444,2049
1444,2769
14207,2991
14207,3832
14207,21
14207,2032
14207,3871
14207,4354
14207,4577
14207,4581
14207,4595
14207,4601
14207,4610
14207,4620
14207,4627
14207,4638
14207,4645
14207,4656
14207,4665
14207,4674
14207,4680
14207,4692
14207,4700
14207,4710
5270,3383
5270,2613
5270,3513
5270,695
5270,2032
5270,1305
5270,3818
5270,741
5270,4261
5270,4575
5270,4584
5270,4591
5270,4602
5270,4607
5270,4623
5270,4624
5270,4639
5270,4647
5270,4658
5270,4666
5270,4670
5270,4685
5270,4694
5270,4704
5270,4705
6113,2991
6113,3832
6113,80
6113,1602
6113,1585
6113,1910
9009,4026
9009,2895
9009,1865
9009,765
9009,2669
7981,3383
7981,4328
7981,3333
7981,2422
7981,805
7981,3684
7981,4573
7981,4584
7981,4593
7981,4603
7981,4606
7981,4617
7981,4629
7981,4641
7981,4645
7981,4657
7981,4663
7981,4673
7981,4682
7981,4695
7981,4699
7981,4712
